brand,material,materialSubType,color,colorHex,density,skuWithSpool,upcWithSpool,msrpWithSpool,skuRefill,upcRefill,msrpRefill,purchaseSize,normallyStock,userComments
FormFutura,PLA,Stonefil,,,1.8,,,34.99,,,0.0,1000,FALSE,Stone-filled
FormFutura,PLA,Copperfil,,,3.9,,,44.99,,,0.0,1000,FALSE,Metal-filled
Polyalchemy,PLA,Elixir,,,1.24,,,29.99,,,0.0,1000,FALSE,Silk multicolor
Polyalchemy,PLA,Alchemist,,,1.24,,,34.99,,,0.0,1000,FALSE,Color-shifting
Atomic Filament,PLA,,,,1.24,,,21.99,,,0.0,1000,FALSE,
Atomic Filament,PLA+,,,,1.24,,,23.99,,,0.0,1000,FALSE,
Atomic Filament,PETG,,,,1.27,,,23.99,,,0.0,1000,FALSE,
Atomic Filament,ABS,,,,1.04,,,21.99,,,0.0,1000,FALSE,
Atomic Filament,ASA,,,,1.07,,,23.99,,,0.0,1000,FALSE,
Atomic Filament,PC,,,,1.19,,,34.99,,,0.0,1000,FALSE,
Atomic Filament,Nylon,,,,1.13,,,34.99,,,0.0,1000,FALSE,
IC3D,PLA,,,,1.24,,,20.99,,,0.0,1000,FALSE,
IC3D,PETG,,,,1.27,,,21.99,,,0.0,1000,FALSE,
IC3D,ABS,,,,1.04,,,20.99,,,0.0,1000,FALSE,
IC3D,PC,,,,1.19,,,39.99,,,0.0,1000,FALSE,
IC3D,Nylon,,,,1.13,,,34.99,,,0.0,1000,FALSE,
Fillamentum,PLA,Crystal Clear,,,1.24,,,27.99,,,0.0,1000,FALSE,
Fillamentum,PLA,Extrafill,,,1.24,,,25.99,,,0.0,1000,FALSE,
Fillamentum,PLA,Timberfill,,,1.28,,,29.99,,,0.0,1000,FALSE,Wood-filled
Fillamentum,PETG,Extrafill,,,1.27,,,27.99,,,0.0,1000,FALSE,
Fillamentum,ABS,Extrafill,,,1.04,,,25.99,,,0.0,1000,FALSE,
Fillamentum,ASA,Extrafill,,,1.07,,,27.99,,,0.0,1000,FALSE,
Fillamentum,PC,Extrafill,,,1.19,,,34.99,,,0.0,1000,FALSE,
Fillamentum,CPE,HG100,,,1.22,,,31.99,,,0.0,1000,FALSE,
Fillamentum,TPU,Flexfill 98A,,,1.22,,,34.99,,,0.0,1000,FALSE,
Fillamentum,Nylon,Nylonvigil CF15,,,1.09,,,59.99,,,0.0,1000,FALSE,
Markforged,Onyx,,,,1.09,,,149.99,,,0.0,1000,FALSE,CF-filled Nylon
Markforged,Carbon Fiber,,,,1.6,,,149.99,,,0.0,1000,FALSE,Continuous fiber
Markforged,Kevlar,,,,1.4,,,149.99,,,0.0,1000,FALSE,Continuous fiber
Markforged,HSHT,,,,1.32,,,149.99,,,0.0,1000,FALSE,High-strength HT
Ultimaker,PLA,,,,1.24,,,34.99,,,0.0,1000,FALSE,
Ultimaker,PETG,Tough PLA,,,1.24,,,39.99,,,0.0,1000,FALSE,
Ultimaker,ABS,,,,1.04,,,34.99,,,0.0,1000,FALSE,
Ultimaker,ASA,,,,1.07,,,39.99,,,0.0,1000,FALSE,
Ultimaker,Nylon,,,,1.13,,,49.99,,,0.0,1000,FALSE,
Ultimaker,PC,,,,1.19,,,49.99,,,0.0,1000,FALSE,
Ultimaker,CPE,,,,1.22,,,44.99,,,0.0,1000,FALSE,
Ultimaker,CPE+,,,,1.22,,,49.99,,,0.0,1000,FALSE,
Ultimaker,TPU,95A,,,1.22,,,49.99,,,0.0,1000,FALSE,
Ultimaker,PVA,,,,1.19,,,79.99,,,0.0,1000,FALSE,Support material
Ultimaker,Breakaway,,,,1.24,,,49.99,,,0.0,1000,FALSE,Support material
Ultimaker,PP,,,,0.9,,,59.99,,,0.0,1000,FALSE,
FlashForge,PLA,Creator,,,1.24,,,24.99,,,0.0,1000,FALSE,
FlashForge,ABS,Creator,,,1.04,,,24.99,,,0.0,1000,FALSE,
FlashForge,PETG,,,,1.27,,,25.99,,,0.0,1000,FALSE,
FlashForge,ASA,,,,1.07,,,26.99,,,0.0,1000,FALSE,
FlashForge,PLA,Silk,,,1.24,,,25.99,,,0.0,1000,FALSE,
FlashForge,TPU,,,,1.21,,,28.99,,,0.0,1000,FALSE,
FlashForge,PC,,,,1.19,,,39.99,,,0.0,1000,FALSE,
FlashForge,PVA,,,,1.19,,,49.99,,,0.0,1000,FALSE,
Taulman,PA,Bridge Nylon,,,1.13,,,29.99,,,0.0,1000,FALSE,
Taulman,PA,Nylon 618,,,1.13,,,34.99,,,0.0,1000,FALSE,
Taulman,PA,Nylon 645,,,1.13,,,34.99,,,0.0,1000,FALSE,
Taulman,PA,Alloy 910,,,1.13,,,39.99,,,0.0,1000,FALSE,
Taulman,PA,T-Glase PETT,,,1.27,,,34.99,,,0.0,1000,FALSE,
Taulman,PA,PCTPE,,,1.19,,,39.99,,,0.0,1000,FALSE,
Priline,PLA,Silk,,,1.24,,,19.99,,,0.0,1000,FALSE,
Priline,PLA,Matte,,,1.24,,,18.99,,,0.0,1000,FALSE,
Priline,PLA,Carbon Fiber,,,1.24,,,27.99,,,0.0,1000,FALSE,
Priline,PETG,,,,1.27,,,20.99,,,0.0,1000,FALSE,
Priline,TPU,,,,1.21,,,23.99,,,0.0,1000,FALSE,
TTYT3D,PLA,Silk Dual,,,1.24,,,21.99,,,0.0,1000,FALSE,Dual-color silk
TTYT3D,PLA,Silk,,,1.24,,,20.99,,,0.0,1000,FALSE,
TTYT3D,PLA,Matte,,,1.24,,,19.99,,,0.0,1000,FALSE,
Amazon Basics,PLA,,,,1.24,,,16.99,,,0.0,1000,FALSE,
Amazon Basics,PETG,,,,1.27,,,18.99,,,0.0,1000,FALSE,
Amazon Basics,ABS,,,,1.04,,,16.99,,,0.0,1000,FALSE,
